Algo,Test,TimeUsedMS,n,min,max,arg
merge,normal,3.408,41939.0,-46.0,79.0,
merge,normal,1.205,13580.0,-25.0,90.0,
merge,normal,1.406,19177.0,-49.0,39.0,
merge,normal,0.319,4686.0,-94.0,36.0,
merge,normal,0.787,12189.0,-96.0,5.0,
merge,normal,2.741,38649.0,-2.0,69.0,
merge,normal,0.925,13548.0,-41.0,27.0,
merge,normal,1.74,27397.0,-28.0,33.0,
merge,normal,0.697,11111.0,-4.0,60.0,
merge,normal,1.876,26688.0,-89.0,65.0,
merge,normal,3.048,40612.0,-93.0,83.0,
merge,normal,3.139,43895.0,-63.0,79.0,
merge,normal,3.155,43424.0,-62.0,92.0,
merge,normal,2.133,30325.0,-73.0,35.0,
merge,normal,3.121,41244.0,-97.0,64.0,
merge,normal,0.172,2815.0,-72.0,59.0,
merge,normal,3.215,43806.0,-98.0,67.0,
merge,normal,1.84,25612.0,-93.0,55.0,
merge,normal,0.024,393.0,-18.0,80.0,
merge,normal,0.343,5500.0,-53.0,34.0,
merge,normal,1.06,16012.0,-66.0,30.0,
merge,normal,0.869,13770.0,-49.0,30.0,
merge,normal,0.942,14214.0,-90.0,14.0,
merge,normal,3.126,42326.0,-99.0,54.0,
merge,normal,0.972,11467.0,-97.0,94.0,
merge,normal,0.743,11530.0,-15.0,96.0,
merge,normal,3.124,44426.0,-82.0,98.0,
merge,normal,0.462,6672.0,-64.0,96.0,
merge,normal,1.586,24604.0,-37.0,25.0,
merge,normal,2.346,32655.0,-47.0,36.0,
merge,normal,2.912,45551.0,-27.0,26.0,
merge,normal,0.768,12130.0,-60.0,26.0,
merge,normal,2.504,34837.0,-91.0,78.0,
merge,normal,0.466,6401.0,-51.0,59.0,
merge,normal,1.405,20202.0,-46.0,89.0,
merge,normal,0.977,14385.0,-49.0,20.0,
merge,normal,2.663,37459.0,-80.0,98.0,
merge,normal,0.666,9348.0,-75.0,25.0,
merge,normal,2.014,29832.0,-75.0,19.0,
merge,normal,0.798,8605.0,-50.0,23.0,
merge,normal,4.046,46038.0,-46.0,96.0,
merge,normal,0.731,10189.0,-45.0,98.0,
merge,normal,1.387,21040.0,-88.0,0.0,
merge,normal,2.223,29798.0,-37.0,83.0,
merge,normal,1.865,28492.0,-5.0,99.0,
merge,normal,1.618,23234.0,-90.0,48.0,
merge,normal,2.237,32782.0,-37.0,88.0,
merge,normal,2.384,34831.0,-97.0,2.0,
merge,normal,1.7,25197.0,-88.0,26.0,
merge,normal,1.907,28689.0,-76.0,32.0,
merge,normal,3.183,46252.0,-50.0,79.0,
merge,normal,3.044,38304.0,-46.0,67.0,
merge,normal,1.199,18983.0,-31.0,40.0,
merge,normal,2.168,31507.0,-38.0,99.0,
merge,normal,2.729,43789.0,-27.0,9.0,
merge,normal,3.105,41544.0,-15.0,41.0,
merge,normal,2.398,34626.0,-88.0,96.0,
merge,partial,0.552,9197.0,-34.0,60.0,73.0
merge,partial,0.921,19591.0,-59.0,83.0,32.0
merge,partial,2.005,31978.0,-47.0,90.0,57.0
merge,partial,2.162,38138.0,-44.0,34.0,56.0
merge,partial,1.132,26556.0,-47.0,40.0,28.0
merge,partial,0.066,1154.0,-73.0,56.0,45.0
merge,partial,2.022,46934.0,-33.0,61.0,27.0
merge,partial,1.674,39196.0,-57.0,9.0,24.0
merge,partial,1.479,21830.0,-70.0,57.0,30.0
merge,partial,1.808,30464.0,-64.0,63.0,62.0
merge,partial,0.708,15909.0,-95.0,95.0,21.0
merge,partial,2.669,40760.0,-81.0,2.0,74.0
merge,partial,0.191,4263.0,-86.0,76.0,28.0
merge,partial,1.11,22128.0,-18.0,17.0,50.0
merge,partial,2.725,44519.0,-79.0,75.0,52.0
merge,partial,2.019,39851.0,-22.0,45.0,45.0
merge,partial,1.345,36175.0,-2.0,16.0,21.0
merge,partial,1.758,37181.0,-82.0,88.0,27.0
merge,partial,0.082,1405.0,-90.0,19.0,79.0
merge,partial,1.382,29643.0,-20.0,58.0,31.0
merge,partial,1.798,32794.0,-11.0,41.0,59.0
merge,partial,1.696,40259.0,-5.0,40.0,25.0
merge,partial,2.81,45274.0,-9.0,48.0,78.0
merge,partial,0.26,5889.0,-89.0,75.0,21.0
merge,partial,0.109,2003.0,-76.0,32.0,54.0
merge,partial,0.712,12440.0,-89.0,23.0,56.0
merge,partial,0.69,13350.0,-92.0,33.0,47.0
merge,partial,1.337,25105.0,-59.0,62.0,47.0
merge,partial,3.503,44365.0,-94.0,7.0,65.0
merge,partial,1.315,22306.0,-81.0,99.0,49.0
merge,partial,1.799,25340.0,-85.0,70.0,78.0
merge,partial,0.536,9876.0,-74.0,51.0,50.0
merge,partial,2.032,38348.0,-80.0,85.0,39.0
merge,partial,1.092,17892.0,-92.0,6.0,72.0
merge,partial,1.887,39034.0,-41.0,84.0,23.0
merge,partial,1.63,29382.0,-58.0,1.0,54.0
merge,partial,0.51,9105.0,-84.0,33.0,57.0
merge,partial,2.675,48795.0,-23.0,6.0,68.0
merge,partial,1.125,25101.0,-54.0,49.0,22.0
merge,partial,2.787,44984.0,-21.0,14.0,68.0
merge,partial,1.253,29484.0,-17.0,4.0,33.0
merge,partial,0.083,1755.0,-11.0,66.0,36.0
merge,partial,2.321,37599.0,-9.0,11.0,68.0
merge,partial,0.506,8447.0,-31.0,73.0,66.0
merge,partial,2.013,39084.0,-24.0,75.0,41.0
merge,partial,2.357,46476.0,-50.0,28.0,38.0
merge,partial,2.144,40889.0,-29.0,46.0,47.0
merge,partial,2.373,47038.0,-12.0,55.0,30.0
merge,partial,1.61,32324.0,-45.0,13.0,27.0
merge,partial,2.076,40007.0,-62.0,93.0,38.0
merge,partial,0.877,15868.0,-68.0,66.0,48.0
merge,partial,1.464,28994.0,-28.0,89.0,34.0
merge,partial,0.517,8848.0,-36.0,56.0,64.0
merge,partial,2.935,48251.0,-83.0,88.0,48.0
merge,partial,0.163,3563.0,-27.0,82.0,30.0
merge,partial,0.251,5088.0,-13.0,23.0,46.0
merge,partial,2.122,35588.0,-73.0,87.0,54.0
merge,partial,0.009,202.0,-100.0,92.0,59.0
merge,partial,2.336,37779.0,-59.0,41.0,60.0
merge,partial,0.328,6598.0,-5.0,56.0,43.0
merge,partial,1.896,36385.0,-39.0,38.0,39.0
merge,partial,1.021,17744.0,-80.0,4.0,54.0
merge,partial,1.974,40523.0,-82.0,45.0,33.0
merge,partial,2.233,39563.0,-80.0,6.0,53.0
merge,partial,1.412,21621.0,-91.0,92.0,60.0
merge,partial,2.601,49669.0,-99.0,70.0,41.0
merge,partial,0.276,5772.0,-69.0,18.0,39.0
merge,partial,0.443,8240.0,-42.0,75.0,51.0
merge,partial,0.819,19769.0,-17.0,1.0,26.0
merge,partial,0.704,16204.0,-100.0,58.0,22.0
merge,partial,0.971,20154.0,-92.0,73.0,34.0
merge,partial,2.612,39519.0,-55.0,71.0,69.0
merge,partial,0.719,16632.0,-43.0,2.0,28.0
merge,partial,2.044,34782.0,-98.0,67.0,51.0
merge,partial,1.975,34292.0,-71.0,87.0,44.0
merge,partial,2.876,47745.0,-50.0,0.0,68.0
merge,partial,0.185,3378.0,-89.0,10.0,55.0
merge,partial,2.223,48257.0,-51.0,81.0,26.0
merge,partial,1.608,30824.0,-5.0,22.0,58.0
merge,partial,0.84,19574.0,-83.0,1.0,23.0
merge,partial,1.682,23753.0,-21.0,99.0,69.0
merge,partial,1.959,32994.0,-98.0,16.0,61.0
merge,partial,1.821,30757.0,-8.0,100.0,65.0
merge,partial,1.432,24689.0,-20.0,25.0,56.0
merge,partial,1.892,41647.0,-11.0,43.0,33.0
merge,partial,1.645,33049.0,-19.0,17.0,44.0
merge,partial,1.994,32785.0,-45.0,73.0,43.0
merge,partial,1.054,21431.0,-59.0,46.0,32.0
merge,partial,1.204,26791.0,-3.0,58.0,33.0
merge,partial,0.145,2190.0,-84.0,22.0,61.0
merge,partial,2.004,38017.0,-6.0,92.0,44.0
merge,partial,0.161,2736.0,-6.0,92.0,54.0
merge,partial,0.276,5748.0,-22.0,69.0,36.0
merge,partial,1.685,32484.0,-100.0,67.0,28.0
merge,partial,0.215,4576.0,-49.0,100.0,30.0
merge,partial,0.437,7424.0,-39.0,47.0,72.0
merge,partial,1.175,19166.0,-20.0,34.0,79.0
merge,partial,0.02,384.0,-24.0,39.0,74.0
merge,partial,2.901,48031.0,-13.0,66.0,41.0
merge,partial,2.683,47792.0,-55.0,90.0,48.0
merge,sorted,0.387,10052.0,-46.0,30.0,
merge,sorted,0.885,31335.0,-59.0,55.0,
merge,sorted,0.687,25667.0,-64.0,69.0,
merge,sorted,0.565,18972.0,-45.0,25.0,
merge,sorted,0.314,9991.0,-60.0,63.0,
merge,sorted,1.127,46620.0,-93.0,6.0,
merge,sorted,1.071,35915.0,-53.0,29.0,
merge,sorted,0.962,39103.0,-83.0,27.0,
merge,sorted,0.189,7487.0,-95.0,32.0,
merge,sorted,0.401,16833.0,-71.0,66.0,
merge,sorted,0.557,23306.0,-47.0,9.0,
merge,sorted,0.508,19089.0,-43.0,27.0,
merge,sorted,1.296,47435.0,-87.0,52.0,
merge,sorted,0.856,34300.0,-89.0,36.0,
merge,sorted,1.194,49007.0,-4.0,35.0,
merge,sorted,0.695,28563.0,-37.0,14.0,
merge,sorted,0.235,9015.0,-9.0,62.0,
merge,sorted,0.984,40075.0,-11.0,65.0,
merge,sorted,1.747,44780.0,-37.0,84.0,
merge,sorted,1.417,36087.0,-30.0,91.0,
merge,sorted,0.026,609.0,-16.0,18.0,
merge,sorted,0.335,14253.0,-39.0,11.0,
merge,sorted,0.969,39304.0,-58.0,86.0,
merge,sorted,0.709,29634.0,-67.0,24.0,
merge,sorted,1.303,49442.0,-30.0,65.0,
merge,sorted,0.546,23022.0,-96.0,93.0,
merge,sorted,1.02,39864.0,-49.0,95.0,
merge,sorted,0.303,12709.0,-71.0,58.0,
merge,sorted,0.181,7502.0,-54.0,39.0,
merge,sorted,0.266,10780.0,-11.0,14.0,
merge,sorted,0.469,19644.0,-43.0,15.0,
merge,sorted,0.129,5359.0,-96.0,73.0,
merge,sorted,0.402,16557.0,-62.0,54.0,
merge,sorted,0.591,24607.0,-22.0,0.0,
merge,sorted,0.632,25342.0,-86.0,76.0,
merge,sorted,0.883,36699.0,-42.0,7.0,
merge,sorted,0.932,35465.0,-68.0,47.0,
merge,sorted,0.075,3021.0,-1.0,42.0,
merge,sorted,0.573,20901.0,-49.0,18.0,
merge,sorted,0.499,21051.0,-28.0,73.0,
merge,sorted,1.017,41206.0,-27.0,23.0,
merge,sorted,0.667,24840.0,-28.0,94.0,
merge,sorted,0.118,4815.0,-85.0,63.0,
merge,sorted,0.135,5886.0,-64.0,11.0,
merge,sorted,0.79,31438.0,-91.0,49.0,
merge,sorted,0.069,2150.0,-63.0,83.0,
merge,sorted,0.597,25424.0,-28.0,97.0,
merge,sorted,1.285,47343.0,-55.0,4.0,
merge,sorted,0.424,17973.0,-100.0,14.0,
merge,sorted,0.866,35162.0,-26.0,97.0,
merge,sorted,0.681,27694.0,-35.0,38.0,
merge,sorted,0.153,6295.0,-38.0,69.0,
merge,sorted,1.237,45722.0,-59.0,72.0,
merge,sorted,0.062,2241.0,-73.0,27.0,
merge,sorted,0.202,8973.0,-11.0,2.0,
merge,sorted,0.733,29172.0,-20.0,96.0,
merge,sorted,1.342,48246.0,-81.0,60.0,
merge,sorted,1.47,47754.0,-93.0,74.0,
merge,sorted,0.042,1340.0,-74.0,8.0,
merge,sorted,0.444,18364.0,-87.0,29.0,
merge,sorted,0.178,7655.0,-62.0,28.0,
merge,sorted,0.873,32188.0,-4.0,26.0,
merge,sorted,0.429,14848.0,-88.0,85.0,
merge,sorted,0.761,30218.0,-38.0,77.0,
merge,sorted,0.966,39236.0,-79.0,36.0,
merge,sorted,0.586,25059.0,-21.0,22.0,
merge,sorted,1.168,47716.0,-86.0,67.0,
merge,sorted,0.193,7996.0,-38.0,98.0,
merge,sorted,0.35,14436.0,-78.0,64.0,
merge,sorted,0.574,22536.0,-77.0,4.0,
merge,sorted,0.561,21558.0,-88.0,50.0,
merge,sorted,0.996,40521.0,-54.0,44.0,
merge,sorted,0.872,35742.0,-30.0,31.0,
merge,sorted,1.032,40929.0,-78.0,92.0,
merge,sorted,0.273,11509.0,-30.0,26.0,
merge,sorted,0.173,6717.0,-25.0,0.0,
merge,sorted,0.775,31625.0,-90.0,18.0,
merge,sorted,0.685,28516.0,-90.0,47.0,
merge,sorted,1.186,44727.0,-47.0,5.0,
merge,sorted,0.534,22023.0,-95.0,86.0,
merge,sorted,1.099,44587.0,-11.0,12.0,
merge,sorted,0.285,11746.0,-47.0,44.0,
merge,sorted,0.718,29526.0,-18.0,30.0,
merge,sorted,1.165,47089.0,-28.0,55.0,
merge,sorted,1.039,42473.0,-35.0,22.0,
merge,sorted,1.004,37272.0,-60.0,78.0,
merge,sorted,0.179,7618.0,-100.0,52.0,
merge,sorted,1.225,49716.0,-71.0,64.0,
merge,sorted,0.679,28235.0,-49.0,10.0,
merge,sorted,0.804,32869.0,-33.0,36.0,
merge,sorted,0.542,21991.0,-50.0,100.0,
merge,sorted,0.852,34295.0,-94.0,21.0,
merge,sorted,1.125,46111.0,-37.0,36.0,
merge,sorted,0.851,33849.0,-92.0,49.0,
merge,sorted,1.129,28607.0,-46.0,98.0,
merge,sorted,1.136,45804.0,-83.0,57.0,
merge,sorted,0.379,15703.0,-53.0,80.0,
merge,sorted,0.502,15308.0,-9.0,32.0,
merge,sorted,0.42,17902.0,-76.0,89.0,
merge,sorted,0.889,28205.0,-18.0,71.0,
quick,descend,0.05,1047.0,-50.0,51.0,
quick,descend,0.097,1773.0,-96.0,63.0,
quick,descend,1.317,33818.0,-27.0,57.0,
quick,descend,0.463,12678.0,-7.0,69.0,
quick,descend,0.114,5650.0,-57.0,37.0,
quick,descend,2.262,46723.0,-97.0,40.0,
quick,descend,2.463,44620.0,-69.0,4.0,
quick,descend,2.081,32270.0,-82.0,94.0,
quick,descend,0.292,10617.0,-95.0,50.0,
quick,descend,0.023,993.0,-44.0,9.0,
quick,descend,0.412,12103.0,-27.0,82.0,
quick,descend,2.938,45058.0,-96.0,55.0,
quick,descend,0.397,15558.0,-77.0,21.0,
quick,descend,1.027,24293.0,-43.0,55.0,
quick,descend,0.226,5710.0,-30.0,88.0,
quick,descend,0.88,23950.0,-49.0,56.0,
quick,descend,2.634,47993.0,-97.0,62.0,
quick,descend,0.461,12801.0,-19.0,73.0,
quick,descend,1.14,25264.0,-43.0,42.0,
quick,descend,0.403,14319.0,-43.0,65.0,
quick,descend,0.038,1126.0,-49.0,89.0,
quick,descend,0.966,33063.0,-51.0,21.0,
quick,descend,0.119,7137.0,-36.0,29.0,
quick,descend,0.417,14257.0,-26.0,55.0,
quick,descend,0.659,16062.0,-65.0,37.0,
quick,descend,1.558,36857.0,-37.0,32.0,
quick,descend,2.126,38566.0,-88.0,97.0,
quick,descend,0.355,13433.0,-61.0,26.0,
quick,descend,1.149,25659.0,-80.0,76.0,
quick,descend,0.094,5224.0,-5.0,16.0,
quick,descend,0.453,11224.0,-49.0,86.0,
quick,descend,0.165,5339.0,-67.0,20.0,
quick,descend,0.081,4501.0,-65.0,18.0,
quick,descend,0.434,16189.0,-38.0,26.0,
quick,descend,1.252,37496.0,-39.0,17.0,
quick,descend,0.315,17515.0,-8.0,8.0,
quick,descend,0.878,23564.0,-60.0,25.0,
quick,descend,0.625,18114.0,-61.0,34.0,
quick,descend,1.627,40343.0,-64.0,28.0,
quick,descend,0.358,12030.0,-24.0,81.0,
quick,descend,0.722,19169.0,-33.0,65.0,
quick,descend,0.052,3795.0,-42.0,9.0,
quick,descend,0.416,7888.0,-16.0,97.0,
quick,descend,0.865,19165.0,-93.0,99.0,
quick,descend,1.871,49256.0,-6.0,93.0,
quick,descend,1.0,25847.0,-10.0,49.0,
quick,descend,0.692,22102.0,-49.0,90.0,
quick,descend,1.274,33703.0,-89.0,29.0,
quick,descend,1.992,39064.0,-88.0,57.0,
quick,descend,0.811,33839.0,-4.0,47.0,
quick,descend,0.244,9266.0,-4.0,64.0,
quick,descend,0.384,18796.0,-34.0,9.0,
quick,descend,1.976,37889.0,-67.0,48.0,
quick,descend,1.07,49337.0,-7.0,30.0,
quick,descend,0.115,3934.0,-14.0,57.0,
quick,descend,1.002,29728.0,-33.0,52.0,
quick,descend,0.578,35374.0,-9.0,10.0,
quick,descend,0.965,42627.0,-28.0,22.0,
quick,descend,1.32,22350.0,-73.0,75.0,
quick,descend,0.609,14509.0,-13.0,85.0,
quick,descend,1.755,32702.0,-83.0,78.0,
quick,descend,0.061,1450.0,-70.0,100.0,
quick,descend,1.908,36928.0,-74.0,13.0,
quick,descend,1.183,42331.0,-66.0,7.0,
quick,descend,0.883,20191.0,-87.0,76.0,
quick,descend,0.607,16319.0,-14.0,80.0,
quick,descend,0.341,14304.0,-82.0,21.0,
quick,descend,0.823,26520.0,-42.0,73.0,
quick,descend,2.121,40344.0,-47.0,61.0,
quick,descend,0.013,429.0,-97.0,14.0,
quick,descend,1.623,44607.0,-25.0,60.0,
quick,descend,1.076,27984.0,-26.0,22.0,
quick,descend,0.47,21525.0,-16.0,23.0,
quick,descend,2.424,36492.0,-83.0,69.0,
quick,descend,1.413,27901.0,-85.0,66.0,
quick,descend,0.679,21989.0,-41.0,70.0,
quick,descend,2.31,40549.0,-58.0,85.0,
quick,descend,0.342,20936.0,-16.0,1.0,
quick,descend,0.164,6527.0,-21.0,47.0,
quick,descend,2.367,48728.0,-89.0,25.0,
quick,descend,0.818,19537.0,-69.0,83.0,
quick,descend,0.848,37285.0,-45.0,0.0,
quick,descend,0.396,16739.0,-86.0,33.0,
quick,descend,1.084,30739.0,-30.0,63.0,
quick,descend,0.156,6747.0,-37.0,21.0,
quick,descend,0.728,23479.0,-44.0,91.0,
quick,descend,1.558,38367.0,-69.0,8.0,
quick,descend,0.083,4528.0,-84.0,47.0,
quick,descend,0.73,26021.0,-11.0,61.0,
quick,descend,1.148,36751.0,-40.0,24.0,
quick,descend,0.543,17181.0,-45.0,63.0,
quick,descend,1.336,34460.0,-16.0,65.0,
quick,descend,1.698,47224.0,-75.0,31.0,
quick,descend,0.24,9690.0,-93.0,48.0,
quick,descend,0.067,1813.0,-43.0,44.0,
quick,descend,0.984,25820.0,-84.0,6.0,
quick,descend,0.943,26032.0,-95.0,32.0,
quick,descend,0.863,26324.0,-83.0,32.0,
quick,descend,0.566,13588.0,-8.0,76.0,
quick,descend,1.94,38762.0,-73.0,96.0,
quick,normal,0.275,7811.0,-38.0,18.0,
quick,normal,1.319,43188.0,-25.0,13.0,
quick,normal,1.08,17642.0,-51.0,88.0,
quick,normal,1.4,39657.0,-37.0,100.0,
quick,normal,0.295,7704.0,-24.0,82.0,
quick,normal,0.289,7066.0,-83.0,88.0,
quick,normal,1.66,41480.0,-100.0,17.0,
quick,normal,1.765,42737.0,-63.0,61.0,
quick,normal,1.959,48623.0,-69.0,58.0,
quick,normal,0.825,21265.0,-55.0,88.0,
quick,normal,1.531,39292.0,-73.0,74.0,
quick,normal,0.935,24037.0,-20.0,84.0,
quick,normal,1.132,31399.0,-75.0,46.0,
quick,normal,0.864,25052.0,-8.0,46.0,
quick,normal,0.824,23702.0,-19.0,28.0,
quick,normal,0.303,7327.0,-90.0,29.0,
quick,normal,1.183,29425.0,-91.0,86.0,
quick,normal,0.578,18354.0,-32.0,7.0,
quick,normal,1.209,37097.0,-27.0,15.0,
quick,normal,1.576,46098.0,-28.0,25.0,
quick,normal,1.691,45121.0,-96.0,29.0,
quick,normal,1.266,30274.0,-90.0,85.0,
quick,normal,1.516,40797.0,-33.0,74.0,
quick,normal,0.103,2298.0,-65.0,54.0,
quick,normal,1.057,31834.0,-62.0,0.0,
quick,normal,1.434,46117.0,-4.0,34.0,
quick,normal,0.05,1193.0,-74.0,25.0,
quick,normal,1.084,34540.0,-4.0,33.0,
quick,normal,0.805,22017.0,-63.0,15.0,
quick,normal,1.754,41230.0,-69.0,12.0,
quick,normal,1.747,47519.0,-100.0,22.0,
quick,normal,1.155,32298.0,-29.0,69.0,
quick,normal,1.128,32343.0,-1.0,63.0,
quick,normal,1.389,41508.0,-26.0,46.0,
quick,normal,0.957,24018.0,-100.0,88.0,
quick,normal,0.71,19371.0,-50.0,62.0,
quick,normal,1.238,32232.0,-90.0,75.0,
quick,normal,1.77,48815.0,-30.0,75.0,
quick,normal,0.835,20490.0,-27.0,58.0,
quick,normal,0.591,17379.0,-54.0,6.0,
quick,normal,1.33,42435.0,-19.0,17.0,
quick,normal,0.515,13938.0,-44.0,46.0,
quick,normal,0.989,27790.0,-44.0,40.0,
quick,normal,2.234,41939.0,-46.0,79.0,
quick,normal,0.571,13580.0,-25.0,90.0,
quick,normal,0.751,19177.0,-49.0,39.0,
quick,normal,0.195,4686.0,-94.0,36.0,
quick,normal,0.448,12189.0,-96.0,5.0,
quick,normal,1.342,38649.0,-2.0,69.0,
quick,normal,0.576,13548.0,-41.0,27.0,
quick,normal,0.93,27397.0,-28.0,33.0,
quick,normal,0.411,11111.0,-4.0,60.0,
quick,normal,1.051,26688.0,-89.0,65.0,
quick,normal,1.595,40612.0,-93.0,83.0,
quick,normal,1.938,43895.0,-63.0,79.0,
quick,normal,1.682,43424.0,-62.0,92.0,
quick,normal,1.157,30325.0,-73.0,35.0,
quick,normal,1.612,41244.0,-97.0,64.0,
quick,normal,0.121,2815.0,-72.0,59.0,
quick,normal,1.886,43806.0,-98.0,67.0,
quick,normal,1.002,25612.0,-93.0,55.0,
quick,normal,0.017,393.0,-18.0,80.0,
quick,normal,0.213,5500.0,-53.0,34.0,
quick,normal,0.592,16012.0,-66.0,30.0,
quick,normal,0.517,13770.0,-49.0,30.0,
quick,normal,0.535,14214.0,-90.0,14.0,
quick,normal,1.681,42326.0,-99.0,54.0,
quick,normal,0.496,11467.0,-97.0,94.0,
quick,normal,0.442,11530.0,-15.0,96.0,
quick,normal,1.694,44426.0,-82.0,98.0,
quick,normal,0.276,6672.0,-64.0,96.0,
quick,normal,0.887,24604.0,-37.0,25.0,
quick,normal,1.165,32655.0,-47.0,36.0,
quick,normal,1.507,45551.0,-27.0,26.0,
quick,normal,0.433,12130.0,-60.0,26.0,
quick,normal,1.413,34837.0,-91.0,78.0,
quick,normal,0.256,6401.0,-51.0,59.0,
quick,normal,0.782,20202.0,-46.0,89.0,
quick,normal,0.599,14385.0,-49.0,20.0,
quick,normal,1.46,37459.0,-80.0,98.0,
quick,normal,0.525,9348.0,-75.0,25.0,
quick,normal,1.092,29832.0,-75.0,19.0,
quick,normal,0.324,8605.0,-50.0,23.0,
quick,normal,1.705,46038.0,-46.0,96.0,
quick,normal,0.419,10189.0,-45.0,98.0,
quick,normal,0.787,21040.0,-88.0,0.0,
quick,normal,1.122,29798.0,-37.0,83.0,
quick,normal,1.066,28492.0,-5.0,99.0,
quick,normal,0.885,23234.0,-90.0,48.0,
quick,normal,1.416,32782.0,-37.0,88.0,
quick,normal,1.33,34831.0,-97.0,2.0,
quick,normal,0.907,25197.0,-88.0,26.0,
quick,normal,1.167,28689.0,-76.0,32.0,
quick,normal,1.7,46252.0,-50.0,79.0,
quick,normal,2.15,38304.0,-46.0,67.0,
quick,normal,0.717,18983.0,-31.0,40.0,
quick,normal,1.209,31507.0,-38.0,99.0,
quick,normal,1.318,43789.0,-27.0,9.0,
quick,normal,1.393,41544.0,-15.0,41.0,
quick,normal,1.409,34626.0,-88.0,96.0,
quick,partial,0.365,9197.0,-34.0,60.0,73.0
quick,partial,0.73,19591.0,-59.0,83.0,32.0
quick,partial,1.237,31978.0,-47.0,90.0,57.0
quick,partial,1.402,38138.0,-44.0,34.0,56.0
quick,partial,0.763,26556.0,-47.0,40.0,28.0
quick,partial,0.046,1154.0,-73.0,56.0,45.0
quick,partial,1.311,46934.0,-33.0,61.0,27.0
quick,partial,1.031,39196.0,-57.0,9.0,24.0
quick,partial,0.692,21830.0,-70.0,57.0,30.0
quick,partial,1.038,30464.0,-64.0,63.0,62.0
quick,partial,0.474,15909.0,-95.0,95.0,21.0
quick,partial,1.377,40760.0,-81.0,2.0,74.0
quick,partial,0.145,4263.0,-86.0,76.0,28.0
quick,partial,0.969,22128.0,-18.0,17.0,50.0
quick,partial,1.514,44519.0,-79.0,75.0,52.0
quick,partial,1.231,39851.0,-22.0,45.0,45.0
quick,partial,0.807,36175.0,-2.0,16.0,21.0
quick,partial,1.164,37181.0,-82.0,88.0,27.0
quick,partial,0.063,1405.0,-90.0,19.0,79.0
quick,partial,0.809,29643.0,-20.0,58.0,31.0
quick,partial,1.121,32794.0,-11.0,41.0,59.0
quick,partial,1.044,40259.0,-5.0,40.0,25.0
quick,partial,1.415,45274.0,-9.0,48.0,78.0
quick,partial,0.202,5889.0,-89.0,75.0,21.0
quick,partial,0.14,2003.0,-76.0,32.0,54.0
quick,partial,0.832,12440.0,-89.0,23.0,56.0
quick,partial,0.473,13350.0,-92.0,33.0,47.0
quick,partial,0.8,25105.0,-59.0,62.0,47.0
quick,partial,2.167,44365.0,-94.0,7.0,65.0
quick,partial,0.785,22306.0,-81.0,99.0,49.0
quick,partial,0.918,25340.0,-85.0,70.0,78.0
quick,partial,0.345,9876.0,-74.0,51.0,50.0
quick,partial,1.244,38348.0,-80.0,85.0,39.0
quick,partial,0.738,17892.0,-92.0,6.0,72.0
quick,partial,1.076,39034.0,-41.0,84.0,23.0
quick,partial,0.907,29382.0,-58.0,1.0,54.0
quick,partial,0.572,9105.0,-84.0,33.0,57.0
quick,partial,1.475,48795.0,-23.0,6.0,68.0
quick,partial,1.09,25101.0,-54.0,49.0,22.0
quick,partial,1.342,44984.0,-21.0,14.0,68.0
quick,partial,0.734,29484.0,-17.0,4.0,33.0
quick,partial,0.066,1755.0,-11.0,66.0,36.0
quick,partial,1.118,37599.0,-9.0,11.0,68.0
quick,partial,0.298,8447.0,-31.0,73.0,66.0
quick,partial,1.302,39084.0,-24.0,75.0,41.0
quick,partial,1.594,46476.0,-50.0,28.0,38.0
quick,partial,1.208,40889.0,-29.0,46.0,47.0
quick,partial,1.204,47038.0,-12.0,55.0,30.0
quick,partial,0.906,32324.0,-45.0,13.0,27.0
quick,partial,1.348,40007.0,-62.0,93.0,38.0
quick,partial,0.635,15868.0,-68.0,66.0,48.0
quick,partial,1.364,28994.0,-28.0,89.0,34.0
quick,partial,0.338,8848.0,-36.0,56.0,64.0
quick,partial,1.699,48251.0,-83.0,88.0,48.0
quick,partial,0.167,3563.0,-27.0,82.0,30.0
quick,partial,0.16,5088.0,-13.0,23.0,46.0
quick,partial,1.49,35588.0,-73.0,87.0,54.0
quick,partial,0.005,202.0,-100.0,92.0,59.0
quick,partial,1.266,37779.0,-59.0,41.0,60.0
quick,partial,0.211,6598.0,-5.0,56.0,43.0
quick,partial,1.176,36385.0,-39.0,38.0,39.0
quick,partial,0.718,17744.0,-80.0,4.0,54.0
quick,partial,1.365,40523.0,-82.0,45.0,33.0
quick,partial,1.27,39563.0,-80.0,6.0,53.0
quick,partial,0.79,21621.0,-91.0,92.0,60.0
quick,partial,1.706,49669.0,-99.0,70.0,41.0
quick,partial,0.181,5772.0,-69.0,18.0,39.0
quick,partial,0.295,8240.0,-42.0,75.0,51.0
quick,partial,0.43,19769.0,-17.0,1.0,26.0
quick,partial,0.45,16204.0,-100.0,58.0,22.0
quick,partial,1.179,20154.0,-92.0,73.0,34.0
quick,partial,1.385,39519.0,-55.0,71.0,69.0
quick,partial,0.46,16632.0,-43.0,2.0,28.0
quick,partial,1.23,34782.0,-98.0,67.0,51.0
quick,partial,1.183,34292.0,-71.0,87.0,44.0
quick,partial,1.533,47745.0,-50.0,0.0,68.0
quick,partial,0.131,3378.0,-89.0,10.0,55.0
