Algo,Test,TimeUsedMS,n,min,max,arg
quick,partial,1.396,48257.0,-51.0,81.0,26.0
quick,partial,0.821,30824.0,-5.0,22.0,58.0
quick,partial,0.894,19574.0,-83.0,1.0,23.0
quick,partial,0.855,23753.0,-21.0,99.0,69.0
quick,partial,1.132,32994.0,-98.0,16.0,61.0
quick,partial,1.099,30757.0,-8.0,100.0,65.0
quick,partial,0.729,24689.0,-20.0,25.0,56.0
quick,partial,1.152,41647.0,-11.0,43.0,33.0
quick,partial,0.892,33049.0,-19.0,17.0,44.0
quick,partial,1.024,32785.0,-45.0,73.0,43.0
quick,partial,0.659,21431.0,-59.0,46.0,32.0
quick,partial,1.841,26791.0,-3.0,58.0,33.0
quick,partial,0.084,2190.0,-84.0,22.0,61.0
quick,partial,1.157,38017.0,-6.0,92.0,44.0
quick,partial,0.11,2736.0,-6.0,92.0,54.0
quick,partial,0.205,5748.0,-22.0,69.0,36.0
quick,partial,0.973,32484.0,-100.0,67.0,28.0
quick,partial,0.161,4576.0,-49.0,100.0,30.0
quick,partial,0.286,7424.0,-39.0,47.0,72.0
quick,partial,0.688,19166.0,-20.0,34.0,79.0
quick,partial,0.014,384.0,-24.0,39.0,74.0
quick,partial,1.822,48031.0,-13.0,66.0,41.0
quick,partial,1.637,47792.0,-55.0,90.0,48.0
quick,sorted,0.328,10052.0,-46.0,30.0,
quick,sorted,1.318,31335.0,-59.0,55.0,
quick,sorted,0.578,25667.0,-64.0,69.0,
quick,sorted,0.344,18972.0,-45.0,25.0,
quick,sorted,0.259,9991.0,-60.0,63.0,
quick,sorted,1.02,46620.0,-93.0,6.0,
quick,sorted,0.908,35915.0,-53.0,29.0,
quick,sorted,0.917,39103.0,-83.0,27.0,
quick,sorted,0.226,7487.0,-95.0,32.0,
quick,sorted,0.469,16833.0,-71.0,66.0,
quick,sorted,0.414,23306.0,-47.0,9.0,
quick,sorted,0.361,19089.0,-43.0,27.0,
quick,sorted,1.123,47435.0,-87.0,52.0,
quick,sorted,1.092,34300.0,-89.0,36.0,
quick,sorted,0.991,49007.0,-4.0,35.0,
quick,sorted,0.497,28563.0,-37.0,14.0,
quick,sorted,0.186,9015.0,-9.0,62.0,
quick,sorted,0.795,40075.0,-11.0,65.0,
quick,sorted,1.035,44780.0,-37.0,84.0,
quick,sorted,0.863,36087.0,-30.0,91.0,
quick,sorted,0.017,609.0,-16.0,18.0,
quick,sorted,0.235,14253.0,-39.0,11.0,
quick,sorted,1.103,39304.0,-58.0,86.0,
quick,sorted,0.599,29634.0,-67.0,24.0,
quick,sorted,1.091,49442.0,-30.0,65.0,
quick,sorted,0.572,23022.0,-96.0,93.0,
quick,sorted,1.757,39864.0,-49.0,95.0,
quick,sorted,0.306,12709.0,-71.0,58.0,
quick,sorted,0.179,7502.0,-54.0,39.0,
quick,sorted,0.154,10780.0,-11.0,14.0,
quick,sorted,0.335,19644.0,-43.0,15.0,
quick,sorted,0.201,5359.0,-96.0,73.0,
quick,sorted,0.45,16557.0,-62.0,54.0,
quick,sorted,0.382,24607.0,-22.0,0.0,
quick,sorted,0.605,25342.0,-86.0,76.0,
quick,sorted,0.651,36699.0,-42.0,7.0,
quick,sorted,0.767,35465.0,-68.0,47.0,
quick,sorted,0.073,3021.0,-1.0,42.0,
quick,sorted,0.372,20901.0,-49.0,18.0,
quick,sorted,0.42,21051.0,-28.0,73.0,
quick,sorted,0.781,41206.0,-27.0,23.0,
quick,sorted,0.563,24840.0,-28.0,94.0,
quick,sorted,0.14,4815.0,-85.0,63.0,
quick,sorted,0.152,5886.0,-64.0,11.0,
quick,sorted,0.691,31438.0,-91.0,49.0,
quick,sorted,0.075,2150.0,-63.0,83.0,
quick,sorted,0.581,25424.0,-28.0,97.0,
quick,sorted,0.973,47343.0,-55.0,4.0,
quick,sorted,0.421,17973.0,-100.0,14.0,
quick,sorted,0.755,35162.0,-26.0,97.0,
quick,sorted,0.528,27694.0,-35.0,38.0,
quick,sorted,0.182,6295.0,-38.0,69.0,
quick,sorted,1.446,45722.0,-59.0,72.0,
quick,sorted,0.07,2241.0,-73.0,27.0,
quick,sorted,0.15,8973.0,-11.0,2.0,
quick,sorted,0.637,29172.0,-20.0,96.0,
quick,sorted,1.172,48246.0,-81.0,60.0,
quick,sorted,1.168,47754.0,-93.0,74.0,
quick,sorted,0.03,1340.0,-74.0,8.0,
quick,sorted,0.414,18364.0,-87.0,29.0,
quick,sorted,0.188,7655.0,-62.0,28.0,
quick,sorted,0.568,32188.0,-4.0,26.0,
quick,sorted,0.401,14848.0,-88.0,85.0,
quick,sorted,0.633,30218.0,-38.0,77.0,
quick,sorted,0.868,39236.0,-79.0,36.0,
quick,sorted,0.427,25059.0,-21.0,22.0,
quick,sorted,1.164,47716.0,-86.0,67.0,
quick,sorted,0.214,7996.0,-38.0,98.0,
quick,sorted,0.355,14436.0,-78.0,64.0,
quick,sorted,0.421,22536.0,-77.0,4.0,
quick,sorted,0.497,21558.0,-88.0,50.0,
quick,sorted,0.902,40521.0,-54.0,44.0,
quick,sorted,0.666,35742.0,-30.0,31.0,
quick,sorted,0.97,40929.0,-78.0,92.0,
quick,sorted,0.205,11509.0,-30.0,26.0,
quick,sorted,0.155,6717.0,-25.0,0.0,
quick,sorted,0.67,31625.0,-90.0,18.0,
quick,sorted,0.618,28516.0,-90.0,47.0,
quick,sorted,0.86,44727.0,-47.0,5.0,
quick,sorted,0.559,22023.0,-95.0,86.0,
quick,sorted,0.791,44587.0,-11.0,12.0,
quick,sorted,0.249,11746.0,-47.0,44.0,
quick,sorted,0.501,29526.0,-18.0,30.0,
quick,sorted,1.091,47089.0,-28.0,55.0,
quick,sorted,0.829,42473.0,-35.0,22.0,
quick,sorted,0.913,37272.0,-60.0,78.0,
quick,sorted,0.234,7618.0,-100.0,52.0,
quick,sorted,1.268,49716.0,-71.0,64.0,
quick,sorted,0.485,28235.0,-49.0,10.0,
quick,sorted,0.603,32869.0,-33.0,36.0,
quick,sorted,0.526,21991.0,-50.0,100.0,
quick,sorted,0.732,34295.0,-94.0,21.0,
quick,sorted,0.975,46111.0,-37.0,36.0,
quick,sorted,0.743,33849.0,-92.0,49.0,
quick,sorted,0.654,28607.0,-46.0,98.0,
quick,sorted,1.207,45804.0,-83.0,57.0,
quick,sorted,0.362,15703.0,-53.0,80.0,
quick,sorted,0.237,15308.0,-9.0,32.0,
quick,sorted,0.468,17902.0,-76.0,89.0,
quick,sorted,0.553,28205.0,-18.0,71.0,
selection,descend,0.786,1047.0,-50.0,51.0,
selection,descend,1.639,1773.0,-96.0,63.0,
selection,descend,267.606,33818.0,-27.0,57.0,
selection,descend,41.344,12678.0,-7.0,69.0,
selection,descend,8.311,5650.0,-57.0,37.0,
selection,descend,503.327,46723.0,-97.0,40.0,
selection,descend,480.965,44620.0,-69.0,4.0,
selection,descend,244.557,32270.0,-82.0,94.0,
selection,descend,27.979,10617.0,-95.0,50.0,
selection,descend,0.248,993.0,-44.0,9.0,
selection,descend,34.077,12103.0,-27.0,82.0,
selection,descend,480.098,45058.0,-96.0,55.0,
selection,descend,59.21,15558.0,-77.0,21.0,
selection,descend,135.524,24293.0,-43.0,55.0,
selection,descend,8.858,5710.0,-30.0,88.0,
selection,descend,136.153,23950.0,-49.0,56.0,
selection,descend,538.519,47993.0,-97.0,62.0,
selection,descend,37.435,12801.0,-19.0,73.0,
selection,descend,145.326,25264.0,-43.0,42.0,
selection,descend,48.485,14319.0,-43.0,65.0,
selection,descend,0.334,1126.0,-49.0,89.0,
selection,descend,257.106,33063.0,-51.0,21.0,
selection,descend,12.024,7137.0,-36.0,29.0,
selection,descend,46.748,14257.0,-26.0,55.0,
selection,descend,60.384,16062.0,-65.0,37.0,
selection,descend,320.436,36857.0,-37.0,32.0,
selection,descend,352.803,38566.0,-88.0,97.0,
selection,descend,42.113,13433.0,-61.0,26.0,
selection,descend,160.253,25659.0,-80.0,76.0,
selection,descend,6.26,5224.0,-5.0,16.0,
selection,descend,29.724,11224.0,-49.0,86.0,
selection,descend,7.047,5339.0,-67.0,20.0,
selection,descend,5.565,4501.0,-65.0,18.0,
selection,descend,59.705,16189.0,-38.0,26.0,
selection,descend,327.894,37496.0,-39.0,17.0,
selection,descend,71.239,17515.0,-8.0,8.0,
selection,descend,129.076,23564.0,-60.0,25.0,
selection,descend,75.053,18114.0,-61.0,34.0,
selection,descend,376.33,40343.0,-64.0,28.0,
selection,descend,33.812,12030.0,-24.0,81.0,
selection,descend,91.024,19169.0,-33.0,65.0,
selection,descend,3.733,3795.0,-42.0,9.0,
selection,descend,16.754,7888.0,-16.0,97.0,
selection,descend,88.758,19165.0,-93.0,99.0,
selection,descend,559.255,49256.0,-6.0,93.0,
selection,descend,154.979,25847.0,-10.0,49.0,
selection,descend,114.297,22102.0,-49.0,90.0,
selection,descend,270.176,33703.0,-89.0,29.0,
selection,descend,352.134,39064.0,-88.0,57.0,
selection,descend,259.775,33839.0,-4.0,47.0,
selection,descend,22.5,9266.0,-4.0,64.0,
selection,descend,84.145,18796.0,-34.0,9.0,
selection,descend,329.864,37889.0,-67.0,48.0,
selection,descend,556.685,49337.0,-7.0,30.0,
selection,descend,4.015,3934.0,-14.0,57.0,
selection,descend,203.35,29728.0,-33.0,52.0,
selection,descend,300.496,35374.0,-9.0,10.0,
selection,descend,412.387,42627.0,-28.0,22.0,
selection,descend,117.985,22350.0,-73.0,75.0,
selection,descend,49.531,14509.0,-13.0,85.0,
selection,descend,255.339,32702.0,-83.0,78.0,
selection,descend,0.589,1450.0,-70.0,100.0,
selection,descend,327.545,36928.0,-74.0,13.0,
selection,descend,425.728,42331.0,-66.0,7.0,
selection,descend,95.838,20191.0,-87.0,76.0,
selection,descend,63.755,16319.0,-14.0,80.0,
selection,descend,48.273,14304.0,-82.0,21.0,
selection,descend,163.163,26520.0,-42.0,73.0,
selection,descend,367.196,40344.0,-47.0,61.0,
selection,descend,0.054,429.0,-97.0,14.0,
selection,descend,463.651,44607.0,-25.0,60.0,
selection,descend,177.933,27984.0,-26.0,22.0,
selection,descend,107.149,21525.0,-16.0,23.0,
selection,descend,300.97,36492.0,-83.0,69.0,
selection,descend,185.515,27901.0,-85.0,66.0,
selection,descend,112.724,21989.0,-41.0,70.0,
selection,descend,384.446,40549.0,-58.0,85.0,
selection,descend,94.64,20936.0,-16.0,1.0,
selection,descend,9.85,6527.0,-21.0,47.0,
selection,descend,553.842,48728.0,-89.0,25.0,
selection,descend,91.733,19537.0,-69.0,83.0,
selection,descend,325.397,37285.0,-45.0,0.0,
selection,descend,68.468,16739.0,-86.0,33.0,
selection,descend,225.633,30739.0,-30.0,63.0,
selection,descend,10.489,6747.0,-37.0,21.0,
selection,descend,130.252,23479.0,-44.0,91.0,
selection,descend,338.722,38367.0,-69.0,8.0,
selection,descend,5.296,4528.0,-84.0,47.0,
selection,descend,156.28,26021.0,-11.0,61.0,
selection,descend,316.089,36751.0,-40.0,24.0,
selection,descend,74.997,17181.0,-45.0,63.0,
selection,descend,282.902,34460.0,-16.0,65.0,
selection,descend,523.406,47224.0,-75.0,31.0,
selection,descend,24.615,9690.0,-93.0,48.0,
selection,descend,1.14,1813.0,-43.0,44.0,
selection,descend,166.857,25820.0,-84.0,6.0,
selection,descend,167.403,26032.0,-95.0,32.0,
selection,descend,167.86,26324.0,-83.0,32.0,
selection,descend,46.624,13588.0,-8.0,76.0,
selection,descend,350.16,38762.0,-73.0,96.0,
selection,normal,14.733,7811.0,-38.0,18.0,
selection,normal,408.55,43188.0,-25.0,13.0,
selection,normal,72.588,17642.0,-51.0,88.0,
selection,normal,362.099,39657.0,-37.0,100.0,
selection,normal,13.631,7704.0,-24.0,82.0,
selection,normal,11.444,7066.0,-83.0,88.0,
selection,normal,402.212,41480.0,-100.0,17.0,
selection,normal,420.158,42737.0,-63.0,61.0,
selection,normal,537.167,48623.0,-69.0,58.0,
selection,normal,104.518,21265.0,-55.0,88.0,
selection,normal,351.272,39292.0,-73.0,74.0,
selection,normal,131.382,24037.0,-20.0,84.0,
selection,normal,222.4,31399.0,-75.0,46.0,
selection,normal,141.262,25052.0,-8.0,46.0,
selection,normal,122.362,23702.0,-19.0,28.0,
selection,normal,12.919,7327.0,-90.0,29.0,
selection,normal,198.021,29425.0,-91.0,86.0,
selection,normal,75.004,18354.0,-32.0,7.0,
selection,normal,308.45,37097.0,-27.0,15.0,
selection,normal,467.779,46098.0,-28.0,25.0,
selection,normal,462.815,45121.0,-96.0,29.0,
selection,normal,208.682,30274.0,-90.0,85.0,
selection,normal,381.112,40797.0,-33.0,74.0,
selection,normal,1.388,2298.0,-65.0,54.0,
selection,normal,224.017,31834.0,-62.0,0.0,
selection,normal,468.893,46117.0,-4.0,34.0,
selection,normal,0.379,1193.0,-74.0,25.0,
selection,normal,264.331,34540.0,-4.0,33.0,
selection,normal,107.509,22017.0,-63.0,15.0,
selection,normal,381.33,41230.0,-69.0,12.0,
selection,normal,523.638,47519.0,-100.0,22.0,
selection,normal,234.377,32298.0,-29.0,69.0,
selection,normal,232.299,32343.0,-1.0,63.0,
selection,normal,387.412,41508.0,-26.0,46.0,
selection,normal,134.679,24018.0,-100.0,88.0,
selection,normal,88.161,19371.0,-50.0,62.0,
selection,normal,238.553,32232.0,-90.0,75.0,
selection,normal,545.23,48815.0,-30.0,75.0,
selection,normal,95.42,20490.0,-27.0,58.0,
selection,normal,66.011,17379.0,-54.0,6.0,
selection,normal,390.993,42435.0,-19.0,17.0,
selection,normal,44.164,13938.0,-44.0,46.0,
selection,normal,173.147,27790.0,-44.0,40.0,
selection,normal,400.698,41939.0,-46.0,79.0,
selection,normal,43.492,13580.0,-25.0,90.0,
selection,normal,84.147,19177.0,-49.0,39.0,
selection,normal,5.21,4686.0,-94.0,36.0,
selection,normal,34.436,12189.0,-96.0,5.0,
selection,normal,334.757,38649.0,-2.0,69.0,
selection,normal,42.191,13548.0,-41.0,27.0,
selection,normal,178.96,27397.0,-28.0,33.0,
selection,normal,28.711,11111.0,-4.0,60.0,
selection,normal,167.469,26688.0,-89.0,65.0,
selection,normal,379.148,40612.0,-93.0,83.0,
selection,normal,440.196,43895.0,-63.0,79.0,
selection,normal,434.07,43424.0,-62.0,92.0,
selection,normal,210.308,30325.0,-73.0,35.0,
selection,normal,396.387,41244.0,-97.0,64.0,
selection,normal,2.072,2815.0,-72.0,59.0,
selection,normal,439.657,43806.0,-98.0,67.0,
selection,normal,149.268,25612.0,-93.0,55.0,
selection,normal,0.048,393.0,-18.0,80.0,
selection,normal,7.166,5500.0,-53.0,34.0,
selection,normal,59.4,16012.0,-66.0,30.0,
selection,normal,44.71,13770.0,-49.0,30.0,
selection,normal,45.414,14214.0,-90.0,14.0,
selection,normal,412.262,42326.0,-99.0,54.0,
selection,normal,30.123,11467.0,-97.0,94.0,
selection,normal,38.069,11530.0,-15.0,96.0,
selection,normal,459.168,44426.0,-82.0,98.0,
selection,normal,10.824,6672.0,-64.0,96.0,
selection,normal,135.952,24604.0,-37.0,25.0,
selection,normal,242.388,32655.0,-47.0,36.0,
selection,normal,457.362,45551.0,-27.0,26.0,
selection,normal,33.788,12130.0,-60.0,26.0,
selection,normal,284.903,34837.0,-91.0,78.0,
selection,normal,9.754,6401.0,-51.0,59.0,
selection,normal,96.406,20202.0,-46.0,89.0,
selection,normal,47.892,14385.0,-49.0,20.0,
selection,normal,324.349,37459.0,-80.0,98.0,
selection,normal,20.643,9348.0,-75.0,25.0,
selection,normal,204.425,29832.0,-75.0,19.0,
selection,normal,16.803,8605.0,-50.0,23.0,
selection,normal,498.101,46038.0,-46.0,96.0,
selection,normal,24.21,10189.0,-45.0,98.0,
selection,normal,100.474,21040.0,-88.0,0.0,
selection,normal,203.69,29798.0,-37.0,83.0,
selection,normal,182.292,28492.0,-5.0,99.0,
selection,normal,126.143,23234.0,-90.0,48.0,
selection,normal,245.514,32782.0,-37.0,88.0,
selection,normal,274.623,34831.0,-97.0,2.0,
selection,normal,142.697,25197.0,-88.0,26.0,
selection,normal,189.973,28689.0,-76.0,32.0,
selection,normal,491.205,46252.0,-50.0,79.0,
selection,normal,331.313,38304.0,-46.0,67.0,
selection,normal,81.296,18983.0,-31.0,40.0,
selection,normal,228.333,31507.0,-38.0,99.0,
selection,normal,422.177,43789.0,-27.0,9.0,
selection,normal,382.754,41544.0,-15.0,41.0,
selection,normal,288.574,34626.0,-88.0,96.0,
selection,partial,22.241,9197.0,-34.0,60.0,73.0
selection,partial,91.735,19591.0,-59.0,83.0,32.0
selection,partial,239.328,31978.0,-47.0,90.0,57.0
selection,partial,332.966,38138.0,-44.0,34.0,56.0
selection,partial,168.651,26556.0,-47.0,40.0,28.0
selection,partial,0.52,1154.0,-73.0,56.0,45.0
selection,partial,521.662,46934.0,-33.0,61.0,27.0
selection,partial,359.803,39196.0,-57.0,9.0,24.0
selection,partial,116.803,21830.0,-70.0,57.0,30.0
selection,partial,219.317,30464.0,-64.0,63.0,62.0
selection,partial,60.601,15909.0,-95.0,95.0,21.0
selection,partial,377.457,40760.0,-81.0,2.0,74.0
selection,partial,4.521,4263.0,-86.0,76.0,28.0
selection,partial,111.662,22128.0,-18.0,17.0,50.0
selection,partial,469.506,44519.0,-79.0,75.0,52.0
selection,partial,367.287,39851.0,-22.0,45.0,45.0
selection,partial,304.713,36175.0,-2.0,16.0,21.0
selection,partial,333.796,37181.0,-82.0,88.0,27.0
selection,partial,0.513,1405.0,-90.0,19.0,79.0
selection,partial,205.757,29643.0,-20.0,58.0,31.0
selection,partial,245.886,32794.0,-11.0,41.0,59.0
selection,partial,379.999,40259.0,-5.0,40.0,25.0
selection,partial,465.723,45274.0,-9.0,48.0,78.0
selection,partial,8.615,5889.0,-89.0,75.0,21.0
selection,partial,1.052,2003.0,-76.0,32.0,54.0
selection,partial,36.462,12440.0,-89.0,23.0,56.0
selection,partial,51.135,13350.0,-92.0,33.0,47.0
selection,partial,148.241,25105.0,-59.0,62.0,47.0
selection,partial,460.451,44365.0,-94.0,7.0,65.0
selection,partial,117.981,22306.0,-81.0,99.0,49.0
selection,partial,148.606,25340.0,-85.0,70.0,78.0
selection,partial,23.399,9876.0,-74.0,51.0,50.0
selection,partial,345.907,38348.0,-80.0,85.0,39.0
selection,partial,75.007,17892.0,-92.0,6.0,72.0
selection,partial,358.855,39034.0,-41.0,84.0,23.0
selection,partial,200.392,29382.0,-58.0,1.0,54.0
selection,partial,19.76,9105.0,-84.0,33.0,57.0
selection,partial,533.587,48795.0,-23.0,6.0,68.0
selection,partial,152.544,25101.0,-54.0,49.0,22.0
selection,partial,455.287,44984.0,-21.0,14.0,68.0
selection,partial,206.603,29484.0,-17.0,4.0,33.0
selection,partial,0.88,1755.0,-11.0,66.0,36.0
selection,partial,319.771,37599.0,-9.0,11.0,68.0
selection,partial,17.002,8447.0,-31.0,73.0,66.0
selection,partial,362.496,39084.0,-24.0,75.0,41.0
selection,partial,508.346,46476.0,-50.0,28.0,38.0
selection,partial,397.135,40889.0,-29.0,46.0,47.0
selection,partial,526.074,47038.0,-12.0,55.0,30.0
selection,partial,246.152,32324.0,-45.0,13.0,27.0
selection,partial,378.83,40007.0,-62.0,93.0,38.0
selection,partial,59.072,15868.0,-68.0,66.0,48.0
selection,partial,197.931,28994.0,-28.0,89.0,34.0
selection,partial,18.825,8848.0,-36.0,56.0,64.0
selection,partial,558.342,48251.0,-83.0,88.0,48.0
selection,partial,3.084,3563.0,-27.0,82.0,30.0
selection,partial,6.367,5088.0,-13.0,23.0,46.0
selection,partial,299.899,35588.0,-73.0,87.0,54.0
selection,partial,0.028,202.0,-100.0,92.0,59.0
selection,partial,340.7,37779.0,-59.0,41.0,60.0
selection,partial,10.683,6598.0,-5.0,56.0,43.0
selection,partial,310.439,36385.0,-39.0,38.0,39.0
selection,partial,74.491,17744.0,-80.0,4.0,54.0
selection,partial,390.402,40523.0,-82.0,45.0,33.0
selection,partial,370.863,39563.0,-80.0,6.0,53.0
selection,partial,111.1,21621.0,-91.0,92.0,60.0
selection,partial,591.249,49669.0,-99.0,70.0,41.0
selection,partial,8.272,5772.0,-69.0,18.0,39.0
selection,partial,16.36,8240.0,-42.0,75.0,51.0
selection,partial,89.881,19769.0,-17.0,1.0,26.0
selection,partial,63.156,16204.0,-100.0,58.0,22.0
selection,partial,98.317,20154.0,-92.0,73.0,34.0
selection,partial,364.488,39519.0,-55.0,71.0,69.0
selection,partial,64.506,16632.0,-43.0,2.0,28.0
selection,partial,296.303,34782.0,-98.0,67.0,51.0
selection,partial,282.524,34292.0,-71.0,87.0,44.0
selection,partial,523.161,47745.0,-50.0,0.0,68.0
selection,partial,2.955,3378.0,-89.0,10.0,55.0
selection,partial,561.351,48257.0,-51.0,81.0,26.0
selection,partial,219.152,30824.0,-5.0,22.0,58.0
selection,partial,91.092,19574.0,-83.0,1.0,23.0
selection,partial,131.474,23753.0,-21.0,99.0,69.0
selection,partial,256.026,32994.0,-98.0,16.0,61.0
selection,partial,221.779,30757.0,-8.0,100.0,65.0
selection,partial,140.494,24689.0,-20.0,25.0,56.0
selection,partial,408.055,41647.0,-11.0,43.0,33.0
selection,partial,251.353,33049.0,-19.0,17.0,44.0
selection,partial,254.817,32785.0,-45.0,73.0,43.0
selection,partial,110.066,21431.0,-59.0,46.0,32.0
selection,partial,166.875,26791.0,-3.0,58.0,33.0
selection,partial,1.263,2190.0,-84.0,22.0,61.0
selection,partial,338.923,38017.0,-6.0,92.0,44.0
selection,partial,2.049,2736.0,-6.0,92.0,54.0
selection,partial,8.032,5748.0,-22.0,69.0,36.0
selection,partial,269.691,32484.0,-100.0,67.0,28.0
selection,partial,5.358,4576.0,-49.0,100.0,30.0
selection,partial,12.832,7424.0,-39.0,47.0,72.0
selection,partial,83.492,19166.0,-20.0,34.0,79.0
selection,partial,0.046,384.0,-24.0,39.0,74.0
selection,partial,544.031,48031.0,-13.0,66.0,41.0
selection,partial,541.149,47792.0,-55.0,90.0,48.0
selection,sorted,25.097,10052.0,-46.0,30.0,
selection,sorted,229.142,31335.0,-59.0,55.0,
selection,sorted,124.437,25667.0,-64.0,69.0,
selection,sorted,84.014,18972.0,-45.0,25.0,
selection,sorted,23.941,9991.0,-60.0,63.0,
selection,sorted,525.77,46620.0,-93.0,6.0,
selection,sorted,311.129,35915.0,-53.0,29.0,
selection,sorted,375.649,39103.0,-83.0,27.0,
selection,sorted,13.913,7487.0,-95.0,32.0,
selection,sorted,68.655,16833.0,-71.0,66.0,
selection,sorted,128.734,23306.0,-47.0,9.0,
selection,sorted,88.449,19089.0,-43.0,27.0,
selection,sorted,511.624,47435.0,-87.0,52.0,
selection,sorted,272.509,34300.0,-89.0,36.0,
selection,sorted,573.807,49007.0,-4.0,35.0,
selection,sorted,191.193,28563.0,-37.0,14.0,
selection,sorted,18.448,9015.0,-9.0,62.0,
selection,sorted,406.769,40075.0,-11.0,65.0,
selection,sorted,481.734,44780.0,-37.0,84.0,
selection,sorted,304.941,36087.0,-30.0,91.0,
selection,sorted,0.114,609.0,-16.0,18.0,
selection,sorted,49.183,14253.0,-39.0,11.0,
selection,sorted,363.624,39304.0,-58.0,86.0,
selection,sorted,201.674,29634.0,-67.0,24.0,
selection,sorted,577.534,49442.0,-30.0,65.0,
selection,sorted,120.753,23022.0,-96.0,93.0,
selection,sorted,379.208,39864.0,-49.0,95.0,
selection,sorted,38.442,12709.0,-71.0,58.0,
selection,sorted,13.689,7502.0,-54.0,39.0,
selection,sorted,27.087,10780.0,-11.0,14.0,
selection,sorted,89.715,19644.0,-43.0,15.0,
selection,sorted,6.833,5359.0,-96.0,73.0,
selection,sorted,65.19,16557.0,-62.0,54.0,
selection,sorted,145.511,24607.0,-22.0,0.0,
selection,sorted,148.22,25342.0,-86.0,76.0,
selection,sorted,323.445,36699.0,-42.0,7.0,
selection,sorted,289.822,35465.0,-68.0,47.0,
selection,sorted,2.399,3021.0,-1.0,42.0,
selection,sorted,104.801,20901.0,-49.0,18.0,
selection,sorted,103.01,21051.0,-28.0,73.0,
selection,sorted,406.913,41206.0,-27.0,23.0,
selection,sorted,147.387,24840.0,-28.0,94.0,
selection,sorted,5.431,4815.0,-85.0,63.0,
selection,sorted,8.154,5886.0,-64.0,11.0,
selection,sorted,227.061,31438.0,-91.0,49.0,
selection,sorted,1.178,2150.0,-63.0,83.0,
selection,sorted,149.402,25424.0,-28.0,97.0,
selection,sorted,534.756,47343.0,-55.0,4.0,
selection,sorted,76.862,17973.0,-100.0,14.0,
selection,sorted,297.843,35162.0,-26.0,97.0,
selection,sorted,179.699,27694.0,-35.0,38.0,
selection,sorted,9.231,6295.0,-38.0,69.0,
selection,sorted,491.378,45722.0,-59.0,72.0,
selection,sorted,1.365,2241.0,-73.0,27.0,
selection,sorted,19.444,8973.0,-11.0,2.0,
selection,sorted,202.673,29172.0,-20.0,96.0,
selection,sorted,555.234,48246.0,-81.0,60.0,
selection,sorted,544.539,47754.0,-93.0,74.0,
selection,sorted,0.484,1340.0,-74.0,8.0,
selection,sorted,86.472,18364.0,-87.0,29.0,
selection,sorted,14.238,7655.0,-62.0,28.0,
selection,sorted,242.55,32188.0,-4.0,26.0,
selection,sorted,56.226,14848.0,-88.0,85.0,
selection,sorted,217.245,30218.0,-38.0,77.0,
selection,sorted,355.335,39236.0,-79.0,36.0,
selection,sorted,147.004,25059.0,-21.0,22.0,
selection,sorted,546.579,47716.0,-86.0,67.0,
selection,sorted,15.147,7996.0,-38.0,98.0,
selection,sorted,48.502,14436.0,-78.0,64.0,
selection,sorted,120.158,22536.0,-77.0,4.0,
selection,sorted,114.664,21558.0,-88.0,50.0,
selection,sorted,396.447,40521.0,-54.0,44.0,
selection,sorted,302.438,35742.0,-30.0,31.0,
selection,sorted,403.141,40929.0,-78.0,92.0,
selection,sorted,33.697,11509.0,-30.0,26.0,
selection,sorted,11.639,6717.0,-25.0,0.0,
selection,sorted,240.935,31625.0,-90.0,18.0,
selection,sorted,188.981,28516.0,-90.0,47.0,
selection,sorted,486.317,44727.0,-47.0,5.0,
selection,sorted,113.816,22023.0,-95.0,86.0,
selection,sorted,467.149,44587.0,-11.0,12.0,
selection,sorted,32.39,11746.0,-47.0,44.0,
selection,sorted,209.453,29526.0,-18.0,30.0,
selection,sorted,517.302,47089.0,-28.0,55.0,
selection,sorted,436.423,42473.0,-35.0,22.0,
selection,sorted,332.405,37272.0,-60.0,78.0,
selection,sorted,13.699,7618.0,-100.0,52.0,
selection,sorted,597.35,49716.0,-71.0,64.0,
selection,sorted,189.996,28235.0,-49.0,10.0,
selection,sorted,259.524,32869.0,-33.0,36.0,
selection,sorted,113.128,21991.0,-50.0,100.0,
selection,sorted,280.307,34295.0,-94.0,21.0,
selection,sorted,529.586,46111.0,-37.0,36.0,
selection,sorted,307.778,33849.0,-92.0,49.0,
selection,sorted,207.755,28607.0,-46.0,98.0,
selection,sorted,498.205,45804.0,-83.0,57.0,
selection,sorted,59.753,15703.0,-53.0,80.0,
selection,sorted,61.506,15308.0,-9.0,32.0,
selection,sorted,82.067,17902.0,-76.0,89.0,
selection,sorted,213.533,28205.0,-18.0,71.0,
